model_id,canonical_family_id,derived_id,variant_id,generation_id,prompt_hash,prompt_text_or_path,parsed_answer,canonical_answer,correct,correct_answer_logprob,entropy,monitor_score,source_experiment_ids
qwen2p5_7b_instruct,CM_A_007,,2,qwen2p5_7b_instruct:CM_A_007:2:qwen_primary_20260616T091228Z,d887cf4e1a34a3742352bff1e7e9f041817d58d066ae65a9e390c9ecf6ba3ac1,results/stage6/behavioural_full_rerun/qwen_primary_20260616T091228Z.jsonl,4.5 N,3.0 N,,-29.359375,,,"[""stage6_qwen_behavioural_full_rerun""]"
qwen2p5_7b_instruct,CM_A_007,,3,qwen2p5_7b_instruct:CM_A_007:3:qwen_primary_20260616T091228Z,d2cffe5a19ac65faf6e283a5c49434aae404b2b0761f117f21f95db95ba2ae5d,results/stage6/behavioural_full_rerun/qwen_primary_20260616T091228Z.jsonl,4.5 N,3.0 N,,-29.265625,,,"[""stage6_qwen_behavioural_full_rerun""]"
qwen2p5_7b_instruct,CM_A_008,,0,qwen2p5_7b_instruct:CM_A_008:0:qwen_primary_20260616T091228Z,32e10723dc5cc460851cf0e9436cd3974d60e89cf9e647880a9cf7f6debb4010,results/stage6/behavioural_full_rerun/qwen_primary_20260616T091228Z.jsonl,2.0 m/s,2.4 m/s,,-19.109375,,,"[""stage6_qwen_behavioural_full_rerun""]"
qwen2p5_7b_instruct,CM_A_008,,1,qwen2p5_7b_instruct:CM_A_008:1:qwen_primary_20260616T091228Z,63779d6fa7f20c5489be444ca57d20b69cd125d1076e97f480955ab24c18b630,results/stage6/behavioural_full_rerun/qwen_primary_20260616T091228Z.jsonl,2.0 m/s,2.4 m/s,,-17.875,,,"[""stage6_qwen_behavioural_full_rerun""]"
qwen2p5_7b_instruct,CM_A_008,,2,qwen2p5_7b_instruct:CM_A_008:2:qwen_primary_20260616T091228Z,a528c8b680f40e767eaccb50031f7b24c598c66664c8d807d8f33d85a86f6519,results/stage6/behavioural_full_rerun/qwen_primary_20260616T091228Z.jsonl,2.0 m/s,2.4 m/s,,-20.03125,,,"[""stage6_qwen_behavioural_full_rerun""]"
qwen2p5_7b_instruct,CM_A_008,,3,qwen2p5_7b_instruct:CM_A_008:3:qwen_primary_20260616T091228Z,e0dff28204da8cafad42a43b78cc458df76669d6c6e4ff01f1e325c95b743c87,results/stage6/behavioural_full_rerun/qwen_primary_20260616T091228Z.jsonl,2.0 m/s,2.4 m/s,,-18.109375,,,"[""stage6_qwen_behavioural_full_rerun""]"
qwen2p5_7b_instruct,CM_A_009,,0,qwen2p5_7b_instruct:CM_A_009:0:qwen_primary_20260616T091228Z,0a96e929a8521c456ea40815522fa4e06cd16c82746ca02666a7ba53a8acf25a,results/stage6/behavioural_full_rerun/qwen_primary_20260616T091228Z.jsonl,10.0 Nm,10.0 N*m,,-32.0,,,"[""stage6_qwen_behavioural_full_rerun""]"
qwen2p5_7b_instruct,CM_A_009,,1,qwen2p5_7b_instruct:CM_A_009:1:qwen_primary_20260616T091228Z,cc975621bbad6f685c003ab01d6323aed392fbeb3b66827b1f21b3989b6a829a,results/stage6/behavioural_full_rerun/qwen_primary_20260616T091228Z.jsonl,10.0 Nm,10.0 N*m,,-31.734375,,,"[""stage6_qwen_behavioural_full_rerun""]"
qwen2p5_7b_instruct,CM_A_009,,2,qwen2p5_7b_instruct:CM_A_009:2:qwen_primary_20260616T091228Z,3e6c547de703d630901a602d558491fc1aed8601f991486c825fa5b5c2ea5f29,results/stage6/behavioural_full_rerun/qwen_primary_20260616T091228Z.jsonl,10.0 Nm,10.0 N*m,,-31.90625,,,"[""stage6_qwen_behavioural_full_rerun""]"
qwen2p5_7b_instruct,CM_A_009,,3,qwen2p5_7b_instruct:CM_A_009:3:qwen_primary_20260616T091228Z,654b9b1fc93c766ed6352bda48780e3a09b7ba7045911b94c14809152fe3a7b2,results/stage6/behavioural_full_rerun/qwen_primary_20260616T091228Z.jsonl,10.0 Nm,10.0 N*m,,-32.0625,,,"[""stage6_qwen_behavioural_full_rerun""]"
qwen2p5_7b_instruct,CM_A_010,,0,qwen2p5_7b_instruct:CM_A_010:0:qwen_primary_20260616T091228Z,a0b98903ff5e3175d0d906dd6027d84d87298ac0fc567d64caddd8c1ebc694b5,results/stage6/behavioural_full_rerun/qwen_primary_20260616T091228Z.jsonl,60.0 J,60.0 J,,-30.59375,,,"[""stage6_qwen_behavioural_full_rerun""]"
qwen2p5_7b_instruct,CM_A_010,,1,qwen2p5_7b_instruct:CM_A_010:1:qwen_primary_20260616T091228Z,8eaf2197f94d774ef42b6366a2996a94a84ef9a5cb957d75be29bc86a41098fa,results/stage6/behavioural_full_rerun/qwen_primary_20260616T091228Z.jsonl,60.0 J,60.0 J,,-30.3125,,,"[""stage6_qwen_behavioural_full_rerun""]"
qwen2p5_7b_instruct,CM_A_010,,2,qwen2p5_7b_instruct:CM_A_010:2:qwen_primary_20260616T091228Z,b74a6cda0e3e04a82b3fb49da6c49581d0645823385298e01effe7f23d6cc05c,results/stage6/behavioural_full_rerun/qwen_primary_20260616T091228Z.jsonl,60.0 J,60.0 J,,-30.421875,,,"[""stage6_qwen_behavioural_full_rerun""]"
qwen2p5_7b_instruct,CM_A_010,,3,qwen2p5_7b_instruct:CM_A_010:3:qwen_primary_20260616T091228Z,be61fc861a409fbabd8f827a22a467b556873e5bc490812b99b75cad7eeb07df,results/stage6/behavioural_full_rerun/qwen_primary_20260616T091228Z.jsonl,60.0 J,60.0 J,,-31.0625,,,"[""stage6_qwen_behavioural_full_rerun""]"
qwen2p5_7b_instruct,CM_A_STD_001,,0,qwen2p5_7b_instruct:CM_A_STD_001:0:qwen_primary_20260616T091228Z,65ef63fa184ee26717a303917d2b70047070dd10a37ce10f79e7d21f8a70adaf,results/stage6/behavioural_full_rerun/qwen_primary_20260616T091228Z.jsonl,12 m/s,12.0 m/s,,-23.1875,,,"[""stage6_qwen_behavioural_full_rerun""]"
qwen2p5_7b_instruct,CM_A_STD_001,,1,qwen2p5_7b_instruct:CM_A_STD_001:1:qwen_primary_20260616T091228Z,1b1fe8df297537129df32b5a00fd57b21d7c7ed10175beafcd6b924cf1aed9a3,results/stage6/behavioural_full_rerun/qwen_primary_20260616T091228Z.jsonl,12 m/s,12.0 m/s,,-22.75,,,"[""stage6_qwen_behavioural_full_rerun""]"
qwen2p5_7b_instruct,CM_A_STD_001,,2,qwen2p5_7b_instruct:CM_A_STD_001:2:qwen_primary_20260616T091228Z,539a57b7b13416e29504bc5c3162e889e1b114b4804649db01eceadf268d53b4,results/stage6/behavioural_full_rerun/qwen_primary_20260616T091228Z.jsonl,12 m/s,12.0 m/s,,-22.640625,,,"[""stage6_qwen_behavioural_full_rerun""]"
qwen2p5_7b_instruct,CM_A_STD_001,,3,qwen2p5_7b_instruct:CM_A_STD_001:3:qwen_primary_20260616T091228Z,c80a392cc67bdb281f2a3484f6d2012fa792f61222bb7a91d959f6369c08a393,results/stage6/behavioural_full_rerun/qwen_primary_20260616T091228Z.jsonl,12.0 m/s,12.0 m/s,,-22.59375,,,"[""stage6_qwen_behavioural_full_rerun""]"
qwen2p5_7b_instruct,CM_A_STD_002,,0,qwen2p5_7b_instruct:CM_A_STD_002:0:qwen_primary_20260616T091228Z,037df50a9156505aa56889cd8cf2a81e2082db5c525396ca1b4a28e3790d49ca,results/stage6/behavioural_full_rerun/qwen_primary_20260616T091228Z.jsonl,18.0 m,18.0 m,,-21.234375,,,"[""stage6_qwen_behavioural_full_rerun""]"
qwen2p5_7b_instruct,CM_A_STD_002,,1,qwen2p5_7b_instruct:CM_A_STD_002:1:qwen_primary_20260616T091228Z,aecc3c09e68d72e7372cceb056e0817ad90f2ea7194eaf396a65e403ffe16ce7,results/stage6/behavioural_full_rerun/qwen_primary_20260616T091228Z.jsonl,18.0 m,18.0 m,,-21.75,,,"[""stage6_qwen_behavioural_full_rerun""]"
qwen2p5_7b_instruct,CM_A_STD_002,,2,qwen2p5_7b_instruct:CM_A_STD_002:2:qwen_primary_20260616T091228Z,f7d6d641f559601f691c95f5316d62d46e995e3e152eae90fe08c2c1f3435f62,results/stage6/behavioural_full_rerun/qwen_primary_20260616T091228Z.jsonl,18.0 m,18.0 m,,-22.546875,,,"[""stage6_qwen_behavioural_full_rerun""]"
qwen2p5_7b_instruct,CM_A_STD_002,,3,qwen2p5_7b_instruct:CM_A_STD_002:3:qwen_primary_20260616T091228Z,c657a68af6cfd4a3b02335f3786f601ff7edc2fc24f297ea950fbde483985b5d,results/stage6/behavioural_full_rerun/qwen_primary_20260616T091228Z.jsonl,18.0 m,18.0 m,,-22.65625,,,"[""stage6_qwen_behavioural_full_rerun""]"
qwen2p5_7b_instruct,CM_A_STD_003,,0,qwen2p5_7b_instruct:CM_A_STD_003:0:qwen_primary_20260616T091228Z,84421190c1b41a9497048caaaf7b5c7534cd5323664a83db1928d0038c95c1ff,results/stage6/behavioural_full_rerun/qwen_primary_20260616T091228Z.jsonl,36 J,36.0 J,,-32.09375,,,"[""stage6_qwen_behavioural_full_rerun""]"
qwen2p5_7b_instruct,CM_A_STD_003,,1,qwen2p5_7b_instruct:CM_A_STD_003:1:qwen_primary_20260616T091228Z,16cda092fb36c6da1bb593dfff84f6f6606901ee5ed83dcb40548a878d78d042,results/stage6/behavioural_full_rerun/qwen_primary_20260616T091228Z.jsonl,36 J,36.0 J,,-32.28125,,,"[""stage6_qwen_behavioural_full_rerun""]"
qwen2p5_7b_instruct,CM_A_STD_003,,2,qwen2p5_7b_instruct:CM_A_STD_003:2:qwen_primary_20260616T091228Z,f8e1fcd2ec6d9999cc345c3fe3b4abc86102cfdbca12a3184a963a896c5ae043,results/stage6/behavioural_full_rerun/qwen_primary_20260616T091228Z.jsonl,36 J,36.0 J,,-32.28125,,,"[""stage6_qwen_behavioural_full_rerun""]"
qwen2p5_7b_instruct,CM_A_STD_003,,3,qwen2p5_7b_instruct:CM_A_STD_003:3:qwen_primary_20260616T091228Z,87767a37e77609e413e5dee27f7015a4a271bb8215690f03b1d1670cc97dc94d,results/stage6/behavioural_full_rerun/qwen_primary_20260616T091228Z.jsonl,36 J,36.0 J,,-33.125,,,"[""stage6_qwen_behavioural_full_rerun""]"
qwen2p5_7b_instruct,CM_A_STD_004,,0,qwen2p5_7b_instruct:CM_A_STD_004:0:qwen_primary_20260616T091228Z,74a93a24dd2d3607012b24a15b61ac366eb2b972eab00d7a329b928bb83be7c2,results/stage6/behavioural_full_rerun/qwen_primary_20260616T091228Z.jsonl,14.0 N,14.0 N,,-31.78125,,,"[""stage6_qwen_behavioural_full_rerun""]"
qwen2p5_7b_instruct,CM_A_STD_004,,1,qwen2p5_7b_instruct:CM_A_STD_004:1:qwen_primary_20260616T091228Z,875242a00162099387d5cf03eefe67c21ab6296b46858df89e2b826af234aa84,results/stage6/behavioural_full_rerun/qwen_primary_20260616T091228Z.jsonl,14.0 N,14.0 N,,-31.765625,,,"[""stage6_qwen_behavioural_full_rerun""]"
qwen2p5_7b_instruct,CM_A_STD_004,,2,qwen2p5_7b_instruct:CM_A_STD_004:2:qwen_primary_20260616T091228Z,bce4d450a5b1b923ca88fad668d9c8fbc9189cda10ca6c56a60d4eac48d3259c,results/stage6/behavioural_full_rerun/qwen_primary_20260616T091228Z.jsonl,14 N,14.0 N,,-32.875,,,"[""stage6_qwen_behavioural_full_rerun""]"
qwen2p5_7b_instruct,CM_A_STD_004,,3,qwen2p5_7b_instruct:CM_A_STD_004:3:qwen_primary_20260616T091228Z,f3698756bfccccb1ebf528ffa2ab0affe69ccedc21b9188749ed0797ddea3802,results/stage6/behavioural_full_rerun/qwen_primary_20260616T091228Z.jsonl,14.0 N,14.0 N,,-32.03125,,,"[""stage6_qwen_behavioural_full_rerun""]"
qwen2p5_7b_instruct,CM_A_STD_005,,0,qwen2p5_7b_instruct:CM_A_STD_005:0:qwen_primary_20260616T091228Z,5504905a5238110224d646aa425af37c8f7e5c69b6b9752203b441d96e74a36a,results/stage6/behavioural_full_rerun/qwen_primary_20260616T091228Z.jsonl,6.0 N,18.0 N,,-31.390625,,,"[""stage6_qwen_behavioural_full_rerun""]"
qwen2p5_7b_instruct,CM_A_STD_005,,1,qwen2p5_7b_instruct:CM_A_STD_005:1:qwen_primary_20260616T091228Z,63fee8e5eec4c48f7fc42869b5cf48dba90599fa81b598c0786f79aad3d7956d,results/stage6/behavioural_full_rerun/qwen_primary_20260616T091228Z.jsonl,6.0 N,18.0 N,,-33.6875,,,"[""stage6_qwen_behavioural_full_rerun""]"
qwen2p5_7b_instruct,CM_A_STD_005,,2,qwen2p5_7b_instruct:CM_A_STD_005:2:qwen_primary_20260616T091228Z,5d158df10a83899b469b68e345db635bb8fc899b37a7a5151c6a513b1acdb2cb,results/stage6/behavioural_full_rerun/qwen_primary_20260616T091228Z.jsonl,6.0 N,18.0 N,,-31.765625,,,"[""stage6_qwen_behavioural_full_rerun""]"
qwen2p5_7b_instruct,CM_A_STD_005,,3,qwen2p5_7b_instruct:CM_A_STD_005:3:qwen_primary_20260616T091228Z,99c91382a16ef108c11dd0dbd65893eba5aa4a41dedc447905229d9ca21ad38e,results/stage6/behavioural_full_rerun/qwen_primary_20260616T091228Z.jsonl,6.0 N,18.0 N,,-31.890625,,,"[""stage6_qwen_behavioural_full_rerun""]"
qwen2p5_7b_instruct,CM_A_STD_006,,0,qwen2p5_7b_instruct:CM_A_STD_006:0:qwen_primary_20260616T091228Z,8e70d00994e783a790e3532e42f5d75644a107373eb1f214af33e250a00cea9f,results/stage6/behavioural_full_rerun/qwen_primary_20260616T091228Z.jsonl,12 kg*m/s,12.0 kg*m/s,,-34.5625,,,"[""stage6_qwen_behavioural_full_rerun""]"
qwen2p5_7b_instruct,CM_A_STD_006,,1,qwen2p5_7b_instruct:CM_A_STD_006:1:qwen_primary_20260616T091228Z,19278fdcadbc06c2377d1de6285aac24312bb9a535eb4247d2b3bf2b47a25df3,results/stage6/behavioural_full_rerun/qwen_primary_20260616T091228Z.jsonl,12.0 kg*m/s,12.0 kg*m/s,,-34.59375,,,"[""stage6_qwen_behavioural_full_rerun""]"
qwen2p5_7b_instruct,CM_A_STD_006,,2,qwen2p5_7b_instruct:CM_A_STD_006:2:qwen_primary_20260616T091228Z,281652e58447b29af74fc6865c103341377aef16fcc51e4d2feb16eda2677211,results/stage6/behavioural_full_rerun/qwen_primary_20260616T091228Z.jsonl,12 kg*m/s,12.0 kg*m/s,,-34.5,,,"[""stage6_qwen_behavioural_full_rerun""]"
qwen2p5_7b_instruct,CM_A_STD_006,,3,qwen2p5_7b_instruct:CM_A_STD_006:3:qwen_primary_20260616T091228Z,d1a7fd01fa39d66cdbbb55ac96ab4b1b142e9ffe9836719ebe74bd5934db3408,results/stage6/behavioural_full_rerun/qwen_primary_20260616T091228Z.jsonl,12 kg*m/s,12.0 kg*m/s,,-34.1875,,,"[""stage6_qwen_behavioural_full_rerun""]"
qwen2p5_7b_instruct,CM_A_STD_007,,0,qwen2p5_7b_instruct:CM_A_STD_007:0:qwen_primary_20260616T091228Z,3497b08a64409b3b79ccbb962a951f3fb640f8039d9363028defc7c8473879ce,results/stage6/behavioural_full_rerun/qwen_primary_20260616T091228Z.jsonl,98.0 J,98.0 J,,-30.15625,,,"[""stage6_qwen_behavioural_full_rerun""]"
qwen2p5_7b_instruct,CM_A_STD_007,,1,qwen2p5_7b_instruct:CM_A_STD_007:1:qwen_primary_20260616T091228Z,f6631c18ad7be9edb7dd65ac93f77e54cbdacc17fa0f278573f792c2d4de6efe,results/stage6/behavioural_full_rerun/qwen_primary_20260616T091228Z.jsonl,98.0 J,98.0 J,,-30.3125,,,"[""stage6_qwen_behavioural_full_rerun""]"
qwen2p5_7b_instruct,CM_A_STD_007,,2,qwen2p5_7b_instruct:CM_A_STD_007:2:qwen_primary_20260616T091228Z,0b1025ba82022263fc1a42d52e8c0c534dc8faab8d87d9725db641edab609ff8,results/stage6/behavioural_full_rerun/qwen_primary_20260616T091228Z.jsonl,98.0 J,98.0 J,,-30.34375,,,"[""stage6_qwen_behavioural_full_rerun""]"
qwen2p5_7b_instruct,CM_A_STD_007,,3,qwen2p5_7b_instruct:CM_A_STD_007:3:qwen_primary_20260616T091228Z,769a954c61a57d15645302675f84d416683ce5f31db65cb6bf8fb263b2cc00de,results/stage6/behavioural_full_rerun/qwen_primary_20260616T091228Z.jsonl,98.0 J,98.0 J,,-30.40625,,,"[""stage6_qwen_behavioural_full_rerun""]"
qwen2p5_7b_instruct,CM_A_STD_008,,0,qwen2p5_7b_instruct:CM_A_STD_008:0:qwen_primary_20260616T091228Z,52269d08fbea4c2aa3aaf80d2f465dd8a2a7b58384d28014445e59ed05dfa2fc,results/stage6/behavioural_full_rerun/qwen_primary_20260616T091228Z.jsonl,42 J,42.0 J,,-30.625,,,"[""stage6_qwen_behavioural_full_rerun""]"
qwen2p5_7b_instruct,CM_A_STD_008,,1,qwen2p5_7b_instruct:CM_A_STD_008:1:qwen_primary_20260616T091228Z,f6723505004dd75bb82dda1c16294e77b702e428462bd1e05cdbddd60e61d717,results/stage6/behavioural_full_rerun/qwen_primary_20260616T091228Z.jsonl,42 J,42.0 J,,-29.703125,,,"[""stage6_qwen_behavioural_full_rerun""]"
qwen2p5_7b_instruct,CM_A_STD_008,,2,qwen2p5_7b_instruct:CM_A_STD_008:2:qwen_primary_20260616T091228Z,e4dd2ff2ea1be60decad972aef36d3fa530afaac6660523ab4a2c9795a30a52e,results/stage6/behavioural_full_rerun/qwen_primary_20260616T091228Z.jsonl,42 J,42.0 J,,-30.703125,,,"[""stage6_qwen_behavioural_full_rerun""]"
qwen2p5_7b_instruct,CM_A_STD_008,,3,qwen2p5_7b_instruct:CM_A_STD_008:3:qwen_primary_20260616T091228Z,0c5dcda39f56bfc12924dfb605c49a4d00b4dbfd3c97cca90b62353b03093e87,results/stage6/behavioural_full_rerun/qwen_primary_20260616T091228Z.jsonl,42 J,42.0 J,,-30.0,,,"[""stage6_qwen_behavioural_full_rerun""]"
qwen2p5_7b_instruct,CM_A_STD_009,,0,qwen2p5_7b_instruct:CM_A_STD_009:0:qwen_primary_20260616T091228Z,1251202471e154a94365e72274638888d1c49073e1f186dc0a7e0cd5e18b14f1,results/stage6/behavioural_full_rerun/qwen_primary_20260616T091228Z.jsonl,12.0 Nm,12.0 N*m,,-29.6875,,,"[""stage6_qwen_behavioural_full_rerun""]"
qwen2p5_7b_instruct,CM_A_STD_009,,1,qwen2p5_7b_instruct:CM_A_STD_009:1:qwen_primary_20260616T091228Z,8e5fc014388a813d76429c16b76f7a60b02ce7200dd50c140e2c8c3c64154f52,results/stage6/behavioural_full_rerun/qwen_primary_20260616T091228Z.jsonl,12.0 N*m,12.0 N*m,,-28.625,,,"[""stage6_qwen_behavioural_full_rerun""]"
qwen2p5_7b_instruct,CM_A_STD_009,,2,qwen2p5_7b_instruct:CM_A_STD_009:2:qwen_primary_20260616T091228Z,c7917616b044d3e327a946c845e4307243b5d5144821ff01707912f2ba39d310,results/stage6/behavioural_full_rerun/qwen_primary_20260616T091228Z.jsonl,12.0 N*m,12.0 N*m,,-28.359375,,,"[""stage6_qwen_behavioural_full_rerun""]"
qwen2p5_7b_instruct,CM_A_STD_009,,3,qwen2p5_7b_instruct:CM_A_STD_009:3:qwen_primary_20260616T091228Z,5a1e33da4acff4503412fd8ca79f4c6ee0780d073b326dd65e594639d3aedea5,results/stage6/behavioural_full_rerun/qwen_primary_20260616T091228Z.jsonl,12.0 N*m,12.0 N*m,,-28.0625,,,"[""stage6_qwen_behavioural_full_rerun""]"
qwen2p5_7b_instruct,CM_A_STD_010,,0,qwen2p5_7b_instruct:CM_A_STD_010:0:qwen_primary_20260616T091228Z,ae5401c1f4683cbc7d994d4870a2ffbf126f05c5a1e22a02399fa00ae9168557,results/stage6/behavioural_full_rerun/qwen_primary_20260616T091228Z.jsonl,18.0 m/s,18.0 m/s,,-28.71875,,,"[""stage6_qwen_behavioural_full_rerun""]"
qwen2p5_7b_instruct,CM_A_STD_010,,1,qwen2p5_7b_instruct:CM_A_STD_010:1:qwen_primary_20260616T091228Z,ea785686b23be1a46abe62b9b056692c43815d952a479d8bcc11a2a40138e1ce,results/stage6/behavioural_full_rerun/qwen_primary_20260616T091228Z.jsonl,18.0 m/s,18.0 m/s,,-29.5,,,"[""stage6_qwen_behavioural_full_rerun""]"
qwen2p5_7b_instruct,CM_A_STD_010,,2,qwen2p5_7b_instruct:CM_A_STD_010:2:qwen_primary_20260616T091228Z,64566db7600d9e6568cb76a0b01d091aea5c6602fdb2d490293152981c5adbb0,results/stage6/behavioural_full_rerun/qwen_primary_20260616T091228Z.jsonl,18.0 m/s,18.0 m/s,,-29.09375,,,"[""stage6_qwen_behavioural_full_rerun""]"
qwen2p5_7b_instruct,CM_A_STD_010,,3,qwen2p5_7b_instruct:CM_A_STD_010:3:qwen_primary_20260616T091228Z,a7cab7b4349ca074f7bd184e56e54e381b020b794b168600f6388f52a0660bfa,results/stage6/behavioural_full_rerun/qwen_primary_20260616T091228Z.jsonl,18.0 m/s,18.0 m/s,,-29.21875,,,"[""stage6_qwen_behavioural_full_rerun""]"
qwen2p5_7b_instruct,CM_A_STD_011,,0,qwen2p5_7b_instruct:CM_A_STD_011:0:qwen_primary_20260616T091228Z,9a5ec8ec49dbd7844eaaed688c9e1885648e38d0ba5a1768423acfec4930cf56,results/stage6/behavioural_full_rerun/qwen_primary_20260616T091228Z.jsonl,12 V,12.0 V,,-24.859375,,,"[""stage6_qwen_behavioural_full_rerun""]"
qwen2p5_7b_instruct,CM_A_STD_011,,1,qwen2p5_7b_instruct:CM_A_STD_011:1:qwen_primary_20260616T091228Z,d988cb6bb556b4ac13affd5c8ab0a5f8dcf2c3d7e6863aef5d0c0b05f67e13a2,results/stage6/behavioural_full_rerun/qwen_primary_20260616T091228Z.jsonl,12 V,12.0 V,,-23.296875,,,"[""stage6_qwen_behavioural_full_rerun""]"
qwen2p5_7b_instruct,CM_A_STD_011,,2,qwen2p5_7b_instruct:CM_A_STD_011:2:qwen_primary_20260616T091228Z,782cc542f70225d3b4c6f3054dc39a0f6db98d8ff81a1d66b2ce21fd5fd37a6e,results/stage6/behavioural_full_rerun/qwen_primary_20260616T091228Z.jsonl,12.0 V,12.0 V,,-25.0,,,"[""stage6_qwen_behavioural_full_rerun""]"
qwen2p5_7b_instruct,CM_A_STD_011,,3,qwen2p5_7b_instruct:CM_A_STD_011:3:qwen_primary_20260616T091228Z,fdaa655b22f1a4ebd9e99c7ce19e485942d95bde2b86a521d6fba90dc28638df,results/stage6/behavioural_full_rerun/qwen_primary_20260616T091228Z.jsonl,12 V,12.0 V,,-24.609375,,,"[""stage6_qwen_behavioural_full_rerun""]"
qwen2p5_7b_instruct,CM_A_STD_012,,0,qwen2p5_7b_instruct:CM_A_STD_012:0:qwen_primary_20260616T091228Z,ef765775a80a2cae624c5cbae4cb3ca7134eba9a83abf83fc4a1f1e0dbee7b3c,results/stage6/behavioural_full_rerun/qwen_primary_20260616T091228Z.jsonl,18.0 W,18.0 W,,-25.828125,,,"[""stage6_qwen_behavioural_full_rerun""]"
qwen2p5_7b_instruct,CM_A_STD_012,,1,qwen2p5_7b_instruct:CM_A_STD_012:1:qwen_primary_20260616T091228Z,3317e143e2a388c785b64894897b7361489f2e5e3847ed241b6655f0767b7a6b,results/stage6/behavioural_full_rerun/qwen_primary_20260616T091228Z.jsonl,18.0 W,18.0 W,,-24.765625,,,"[""stage6_qwen_behavioural_full_rerun""]"
qwen2p5_7b_instruct,CM_A_STD_012,,2,qwen2p5_7b_instruct:CM_A_STD_012:2:qwen_primary_20260616T091228Z,a391a3185400bbb10415366ee0ae16e364c9a1486da0589873403591e5be4a54,results/stage6/behavioural_full_rerun/qwen_primary_20260616T091228Z.jsonl,18.0 W,18.0 W,,-24.5625,,,"[""stage6_qwen_behavioural_full_rerun""]"
qwen2p5_7b_instruct,CM_A_STD_012,,3,qwen2p5_7b_instruct:CM_A_STD_012:3:qwen_primary_20260616T091228Z,4367c972d926f6e9dec7615e1413321779c539184da1169d2e184350b55bacd8,results/stage6/behavioural_full_rerun/qwen_primary_20260616T091228Z.jsonl,18.0 W,18.0 W,,-23.984375,,,"[""stage6_qwen_behavioural_full_rerun""]"
qwen2p5_7b_instruct,CM_A_STD_013,,0,qwen2p5_7b_instruct:CM_A_STD_013:0:qwen_primary_20260616T091228Z,9e8fec9ab5b3e2e3a7758ed67d9fdc485a1962cf91d1a4240c41a17dbc87e300,results/stage6/behavioural_full_rerun/qwen_primary_20260616T091228Z.jsonl,0.0003 C,3.0e-4 C,,-40.375,,,"[""stage6_qwen_behavioural_full_rerun""]"
qwen2p5_7b_instruct,CM_A_STD_013,,1,qwen2p5_7b_instruct:CM_A_STD_013:1:qwen_primary_20260616T091228Z,a2d83ae28043518cefe46cf77a318b3a83cf3c118f284ff56c6bb98000e106a0,results/stage6/behavioural_full_rerun/qwen_primary_20260616T091228Z.jsonl,0.0003 C,3.0e-4 C,,-38.4375,,,"[""stage6_qwen_behavioural_full_rerun""]"
qwen2p5_7b_instruct,CM_A_STD_013,,2,qwen2p5_7b_instruct:CM_A_STD_013:2:qwen_primary_20260616T091228Z,ea0ce66507c84d0fdd9b9b7499563e37b4b186544e9bc64a2acfa7217e619a0e,results/stage6/behavioural_full_rerun/qwen_primary_20260616T091228Z.jsonl,0.0003 C,3.0e-4 C,,-38.46875,,,"[""stage6_qwen_behavioural_full_rerun""]"
qwen2p5_7b_instruct,CM_A_STD_013,,3,qwen2p5_7b_instruct:CM_A_STD_013:3:qwen_primary_20260616T091228Z,3cde3e2190b20044e0ab1b9a0591dba7f123858348f1b8c994ffc372861940dd,results/stage6/behavioural_full_rerun/qwen_primary_20260616T091228Z.jsonl,0.0003 C,3.0e-4 C,,-39.125,,,"[""stage6_qwen_behavioural_full_rerun""]"
qwen2p5_7b_instruct,CM_A_STD_014,,0,qwen2p5_7b_instruct:CM_A_STD_014:0:qwen_primary_20260616T091228Z,1e286afd729ce8c3aa593cfc94b96b3433d25eaa54c6ea4359b5fd83be51300f,results/stage6/behavioural_full_rerun/qwen_primary_20260616T091228Z.jsonl,2.0 A,2.0 A,,-20.6875,,,"[""stage6_qwen_behavioural_full_rerun""]"
qwen2p5_7b_instruct,CM_A_STD_014,,1,qwen2p5_7b_instruct:CM_A_STD_014:1:qwen_primary_20260616T091228Z,c3403572dc9d045d85150701402b85a05e5be8abfb0e0dc2be78b5e7006c41cb,results/stage6/behavioural_full_rerun/qwen_primary_20260616T091228Z.jsonl,2.0 A,2.0 A,,-20.5625,,,"[""stage6_qwen_behavioural_full_rerun""]"
qwen2p5_7b_instruct,CM_A_STD_014,,2,qwen2p5_7b_instruct:CM_A_STD_014:2:qwen_primary_20260616T091228Z,800ce129a78b34a40a99b77c5e7f9a071dcb2da52722cad1222c68ef348c40dc,results/stage6/behavioural_full_rerun/qwen_primary_20260616T091228Z.jsonl,2.0 A,2.0 A,,-20.796875,,,"[""stage6_qwen_behavioural_full_rerun""]"
qwen2p5_7b_instruct,CM_A_STD_014,,3,qwen2p5_7b_instruct:CM_A_STD_014:3:qwen_primary_20260616T091228Z,2b2995aaaed83e3b46638be0ab8d08215b563c3157085ff679a4d685b53f8325,results/stage6/behavioural_full_rerun/qwen_primary_20260616T091228Z.jsonl,2.0 A,2.0 A,,-20.546875,,,"[""stage6_qwen_behavioural_full_rerun""]"
qwen2p5_7b_instruct,CM_A_STD_015,,0,qwen2p5_7b_instruct:CM_A_STD_015:0:qwen_primary_20260616T091228Z,4ca8907255d7c53e80b9b340133ae1b23cf2b13dd59ac71962f917199ee1015b,results/stage6/behavioural_full_rerun/qwen_primary_20260616T091228Z.jsonl,400.0 N,0.4495 N,,-29.453125,,,"[""stage6_qwen_behavioural_full_rerun""]"
